Source.Name,¼Ó¼º,DeployLocationID,Tag,AreaObjectID,#Territory:Position_X,#Territory:Position_Y,Territory:TerritoryType,Territory:Position,Territory:Radius,Territory:Direction
db_area_40203_deploy_location.xlsm,b_0,22,CommonGimmick_Thron,70001,42,40,Position,"{""X"":42,""Y"":40}",0,180
db_area_40203_deploy_location.xlsm,b_0,23,CommonGimmick_Thron,70001,52,31,Position,"{""X"":52,""Y"":31}",0,180
db_area_40203_deploy_location.xlsm,b_0,24,CommonGimmick_Thron,70001,42,33,Position,"{""X"":42,""Y"":33}",0,180
db_area_40203_deploy_location.xlsm,b_0,25,CommonGimmick_Thron,70001,71,51,Position,"{""X"":71,""Y"":51}",0,180
db_area_40203_deploy_location.xlsm,b_0,26,CommonGimmick_Thron,70001,64,37,Position,"{""X"":64,""Y"":37}",0,180
db_area_40204_deploy_location.xlsm,b_0,1,E0,402060,70,56,Square,"{""X"":70,""Y"":56}",2,180
db_area_40204_deploy_location.xlsm,b_0,2,D0,402050,33,33,Square,"{""X"":33,""Y"":33}",2,180
db_area_40204_deploy_location.xlsm,b_0,3,E0,402060,75,58,Square,"{""X"":75,""Y"":58}",2,180
db_area_40204_deploy_location.xlsm,b_0,4,E0,402060,36,29,Square,"{""X"":36,""Y"":29}",2,180
db_area_40204_deploy_location.xlsm,b_0,5,E0,402060,32,26,Square,"{""X"":32,""Y"":26}",2,180
db_area_40204_deploy_location.xlsm,b_0,6,D0,402050,29,31,Square,"{""X"":29,""Y"":31}",2,180
db_area_40204_deploy_location.xlsm,b_0,7,D0,402050,72,47,Square,"{""X"":72,""Y"":47}",2,180
db_area_40204_deploy_location.xlsm,b_0,8,D0,402050,24,23,Square,"{""X"":24,""Y"":23}",2,180
db_area_40204_deploy_location.xlsm,b_0,9,E0,402060,22,29,Square,"{""X"":22,""Y"":29}",2,180
db_area_40204_deploy_location.xlsm,b_0,10,E0,402060,67,54,Square,"{""X"":67,""Y"":54}",2,180
db_area_40204_deploy_location.xlsm,b_0,11,E0,402060,80,62,Square,"{""X"":80,""Y"":62}",2,180
db_area_40204_deploy_location.xlsm,b_0,12,D0,402050,29,27,Square,"{""X"":29,""Y"":27}",2,180
db_area_40204_deploy_location.xlsm,b_0,13,E0,402060,36,35,Square,"{""X"":36,""Y"":35}",2,180
db_area_40204_deploy_location.xlsm,b_0,14,Elite1,402011,78,59,Square,"{""X"":78,""Y"":59}",2,180
db_area_40204_deploy_location.xlsm,b_0,15,CommonGimmick_Thron,70001,59,35,Position,"{""X"":59,""Y"":35}",0,180
db_area_40204_deploy_location.xlsm,b_0,16,CommonGimmick_Thron,70001,50,37,Position,"{""X"":50,""Y"":37}",0,180
db_area_40204_deploy_location.xlsm,b_0,17,CommonGimmick_Thron,70001,43,45,Position,"{""X"":43,""Y"":45}",0,180
db_area_40204_deploy_location.xlsm,b_0,18,CommonGimmick_Thron,70001,48,50,Position,"{""X"":48,""Y"":50}",0,180
db_area_40204_deploy_location.xlsm,b_0,19,CommonGimmick_Thron,70001,55,48,Position,"{""X"":55,""Y"":48}",0,180
db_area_40204_deploy_location.xlsm,b_0,20,CommonGimmick_Thron,70001,56,41,Position,"{""X"":56,""Y"":41}",0,180
db_area_40204_deploy_location.xlsm,b_0,21,CommonGimmick_Thron,70001,65,31,Position,"{""X"":65,""Y"":31}",0,180
db_area_40204_deploy_location.xlsm,b_0,22,CommonGimmick_Thron,70001,63,55,Position,"{""X"":63,""Y"":55}",0,180
db_area_40204_deploy_location.xlsm,b_0,23,CommonGimmick_Thron,70001,65,44,Position,"{""X"":65,""Y"":44}",0,180
db_area_40204_deploy_location.xlsm,b_0,24,CommonGimmick_Thron,70001,42,40,Position,"{""X"":42,""Y"":40}",0,180
db_area_40204_deploy_location.xlsm,b_0,25,CommonGimmick_Thron,70001,52,31,Position,"{""X"":52,""Y"":31}",0,180
db_area_40204_deploy_location.xlsm,b_0,26,CommonGimmick_Thron,70001,42,33,Position,"{""X"":42,""Y"":33}",0,180
db_area_40204_deploy_location.xlsm,b_0,27,CommonGimmick_Thron,70001,71,51,Position,"{""X"":71,""Y"":51}",0,180
db_area_40204_deploy_location.xlsm,b_0,28,CommonGimmick_Thron,70001,64,37,Position,"{""X"":64,""Y"":37}",0,180
db_area_40205_deploy_location.xlsm,b_0,1,A1,402021,70,56,Square,"{""X"":70,""Y"":56}",2,180
db_area_40205_deploy_location.xlsm,b_0,2,A0,402020,33,33,Square,"{""X"":33,""Y"":33}",2,180
db_area_40205_deploy_location.xlsm,b_0,3,A1,402021,75,58,Square,"{""X"":75,""Y"":58}",2,180
db_area_40205_deploy_location.xlsm,b_0,4,A1,402021,36,29,Square,"{""X"":36,""Y"":29}",2,180
db_area_40205_deploy_location.xlsm,b_0,5,A2,402022,32,26,Square,"{""X"":32,""Y"":26}",2,180
db_area_40205_deploy_location.xlsm,b_0,6,A0,402020,29,31,Square,"{""X"":29,""Y"":31}",2,180
db_area_40205_deploy_location.xlsm,b_0,7,A1,402021,72,47,Square,"{""X"":72,""Y"":47}",2,180
db_area_40205_deploy_location.xlsm,b_0,8,A2,402022,24,23,Square,"{""X"":24,""Y"":23}",2,180
db_area_40205_deploy_location.xlsm,b_0,9,A1,402021,22,29,Square,"{""X"":22,""Y"":29}",2,180
db_area_40205_deploy_location.xlsm,b_0,10,A2,402022,67,54,Square,"{""X"":67,""Y"":54}",2,180
db_area_40205_deploy_location.xlsm,b_0,11,Elite0,402010,80,62,Square,"{""X"":80,""Y"":62}",2,180
db_area_40205_deploy_location.xlsm,b_0,12,CommonGimmick_Thron,70001,59,35,Position,"{""X"":59,""Y"":35}",0,180
db_area_40205_deploy_location.xlsm,b_0,13,CommonGimmick_Thron,70001,50,37,Position,"{""X"":50,""Y"":37}",0,180
db_area_40205_deploy_location.xlsm,b_0,14,CommonGimmick_Thron,70001,43,45,Position,"{""X"":43,""Y"":45}",0,180
db_area_40205_deploy_location.xlsm,b_0,15,CommonGimmick_Thron,70001,48,50,Position,"{""X"":48,""Y"":50}",0,180
db_area_40205_deploy_location.xlsm,b_0,16,CommonGimmick_Thron,70001,55,48,Position,"{""X"":55,""Y"":48}",0,180
db_area_40205_deploy_location.xlsm,b_0,17,CommonGimmick_Thron,70001,56,41,Position,"{""X"":56,""Y"":41}",0,180
db_area_40205_deploy_location.xlsm,b_0,18,CommonGimmick_Thron,70001,65,31,Position,"{""X"":65,""Y"":31}",0,180
db_area_40205_deploy_location.xlsm,b_0,19,CommonGimmick_Thron,70001,63,55,Position,"{""X"":63,""Y"":55}",0,180
db_area_40205_deploy_location.xlsm,b_0,20,CommonGimmick_Thron,70001,65,44,Position,"{""X"":65,""Y"":44}",0,180
db_area_40205_deploy_location.xlsm,b_0,21,CommonGimmick_Thron,70001,42,40,Position,"{""X"":42,""Y"":40}",0,180
db_area_40205_deploy_location.xlsm,b_0,22,CommonGimmick_Thron,70001,52,31,Position,"{""X"":52,""Y"":31}",0,180
db_area_40205_deploy_location.xlsm,b_0,23,CommonGimmick_Thron,70001,42,33,Position,"{""X"":42,""Y"":33}",0,180
db_area_40205_deploy_location.xlsm,b_0,24,CommonGimmick_Thron,70001,71,51,Position,"{""X"":71,""Y"":51}",0,180
db_area_40205_deploy_location.xlsm,b_0,25,CommonGimmick_Thron,70001,64,37,Position,"{""X"":64,""Y"":37}",0,180
db_area_40206_deploy_location.xlsm,b_0,1,B0,402030,70,56,Square,"{""X"":70,""Y"":56}",2,180
db_area_40206_deploy_location.xlsm,b_0,2,B1,402031,33,33,Square,"{""X"":33,""Y"":33}",2,180
db_area_40206_deploy_location.xlsm,b_0,3,B0,402030,75,58,Square,"{""X"":75,""Y"":58}",2,180
db_area_40206_deploy_location.xlsm,b_0,4,B0,402030,36,29,Square,"{""X"":36,""Y"":29}",2,180
db_area_40206_deploy_location.xlsm,b_0,5,B1,402031,32,26,Square,"{""X"":32,""Y"":26}",2,180
db_area_40206_deploy_location.xlsm,b_0,6,B1,402031,29,31,Square,"{""X"":29,""Y"":31}",2,180
db_area_40206_deploy_location.xlsm,b_0,7,C1,402041,72,47,Square,"{""X"":72,""Y"":47}",2,180
db_area_40206_deploy_location.xlsm,b_0,8,B1,402031,24,23,Square,"{""X"":24,""Y"":23}",2,180
db_area_40206_deploy_location.xlsm,b_0,9,B1,402031,22,29,Square,"{""X"":22,""Y"":29}",2,180
db_area_40206_deploy_location.xlsm,b_0,10,C1,402041,67,54,Square,"{""X"":67,""Y"":54}",2,180
db_area_40206_deploy_location.xlsm,b_0,11,C1,402041,80,62,Square,"{""X"":80,""Y"":62}",2,180
db_area_40206_deploy_location.xlsm,b_0,12,C1,402041,29,27,Square,"{""X"":29,""Y"":27}",2,180
db_area_40206_deploy_location.xlsm,b_0,13,C1,402041,36,35,Square,"{""X"":36,""Y"":35}",2,180
db_area_40206_deploy_location.xlsm,b_0,14,CommonGimmick_Thron,70001,59,35,Position,"{""X"":59,""Y"":35}",0,180
db_area_40206_deploy_location.xlsm,b_0,15,CommonGimmick_Thron,70001,50,37,Position,"{""X"":50,""Y"":37}",0,180
db_area_40206_deploy_location.xlsm,b_0,16,CommonGimmick_Thron,70001,43,45,Position,"{""X"":43,""Y"":45}",0,180
db_area_40206_deploy_location.xlsm,b_0,17,CommonGimmick_Thron,70001,48,50,Position,"{""X"":48,""Y"":50}",0,180
db_area_40206_deploy_location.xlsm,b_0,18,CommonGimmick_Thron,70001,55,48,Position,"{""X"":55,""Y"":48}",0,180
db_area_40206_deploy_location.xlsm,b_0,19,CommonGimmick_Thron,70001,56,41,Position,"{""X"":56,""Y"":41}",0,180
db_area_40206_deploy_location.xlsm,b_0,20,CommonGimmick_Thron,70001,65,31,Position,"{""X"":65,""Y"":31}",0,180
db_area_40206_deploy_location.xlsm,b_0,21,CommonGimmick_Thron,70001,63,55,Position,"{""X"":63,""Y"":55}",0,180
db_area_40206_deploy_location.xlsm,b_0,22,CommonGimmick_Thron,70001,65,44,Position,"{""X"":65,""Y"":44}",0,180
db_area_40206_deploy_location.xlsm,b_0,23,CommonGimmick_Thron,70001,42,40,Position,"{""X"":42,""Y"":40}",0,180
db_area_40206_deploy_location.xlsm,b_0,24,CommonGimmick_Thron,70001,52,31,Position,"{""X"":52,""Y"":31}",0,180
db_area_40206_deploy_location.xlsm,b_0,25,CommonGimmick_Thron,70001,42,33,Position,"{""X"":42,""Y"":33}",0,180
db_area_40206_deploy_location.xlsm,b_0,26,CommonGimmick_Thron,70001,71,51,Position,"{""X"":71,""Y"":51}",0,180
db_area_40206_deploy_location.xlsm,b_0,27,CommonGimmick_Thron,70001,64,37,Position,"{""X"":64,""Y"":37}",0,180
db_area_40207_deploy_location.xlsm,b_0,1,A2,402022,70,56,Square,"{""X"":70,""Y"":56}",2,180
db_area_40207_deploy_location.xlsm,b_0,2,A2,402022,33,33,Square,"{""X"":33,""Y"":33}",2,180
db_area_40207_deploy_location.xlsm,b_0,3,B1,402031,75,58,Square,"{""X"":75,""Y"":58}",2,180
db_area_40207_deploy_location.xlsm,b_0,4,B1,402031,36,29,Square,"{""X"":36,""Y"":29}",2,180
db_area_40207_deploy_location.xlsm,b_0,5,B1,402031,32,26,Square,"{""X"":32,""Y"":26}",2,180
db_area_40207_deploy_location.xlsm,b_0,6,C1,402041,29,31,Square,"{""X"":29,""Y"":31}",2,180
db_area_40207_deploy_location.xlsm,b_0,7,A2,402022,72,47,Square,"{""X"":72,""Y"":47}",2,180
db_area_40207_deploy_location.xlsm,b_0,8,B1,402031,24,23,Square,"{""X"":24,""Y"":23}",2,180
db_area_40207_deploy_location.xlsm,b_0,9,C1,402041,22,29,Square,"{""X"":22,""Y"":29}",2,180
db_area_40207_deploy_location.xlsm,b_0,10,B1,402031,67,54,Square,"{""X"":67,""Y"":54}",2,180
db_area_40207_deploy_location.xlsm,b_0,11,B1,402031,80,62,Square,"{""X"":80,""Y"":62}",2,180
db_area_40207_deploy_location.xlsm,b_0,12,C1,402041,29,27,Square,"{""X"":29,""Y"":27}",2,180
db_area_40207_deploy_location.xlsm,b_0,13,C1,402041,36,35,Square,"{""X"":36,""Y"":35}",2,180
db_area_40207_deploy_location.xlsm,b_0,14,B1,402031,78,59,Square,"{""X"":78,""Y"":59}",2,180
db_area_40207_deploy_location.xlsm,b_0,15,B1,402031,83,57,Square,"{""X"":83,""Y"":57}",2,180
db_area_40207_deploy_location.xlsm,b_0,16,B1,402031,75,52,Square,"{""X"":75,""Y"":52}",2,180
db_area_40207_deploy_location.xlsm,b_0,17,C1,402041,26,26,Square,"{""X"":26,""Y"":26}",2,180
db_area_40207_deploy_location.xlsm,b_0,18,C2,402042,33,30,Square,"{""X"":33,""Y"":30}",2,180
db_area_40207_deploy_location.xlsm,b_0,19,Boss_0,402000,25,30,Square,"{""X"":25,""Y"":30}",2,180
db_area_40207_deploy_location.xlsm,b_0,20,CommonGimmick_Thron,70001,59,35,Position,"{""X"":59,""Y"":35}",0,180
db_area_40207_deploy_location.xlsm,b_0,21,CommonGimmick_Thron,70001,50,37,Position,"{""X"":50,""Y"":37}",0,180
db_area_40207_deploy_location.xlsm,b_0,22,CommonGimmick_Thron,70001,43,45,Position,"{""X"":43,""Y"":45}",0,180
db_area_40207_deploy_location.xlsm,b_0,23,CommonGimmick_Thron,70001,48,50,Position,"{""X"":48,""Y"":50}",0,180
db_area_40207_deploy_location.xlsm,b_0,24,CommonGimmick_Thron,70001,55,48,Position,"{""X"":55,""Y"":48}",0,180
db_area_40207_deploy_location.xlsm,b_0,25,CommonGimmick_Thron,70001,56,41,Position,"{""X"":56,""Y"":41}",0,180
db_area_40207_deploy_location.xlsm,b_0,26,CommonGimmick_Thron,70001,65,31,Position,"{""X"":65,""Y"":31}",0,180
db_area_40207_deploy_location.xlsm,b_0,27,CommonGimmick_Thron,70001,63,55,Position,"{""X"":63,""Y"":55}",0,180
db_area_40207_deploy_location.xlsm,b_0,28,CommonGimmick_Thron,70001,65,44,Position,"{""X"":65,""Y"":44}",0,180
db_area_40207_deploy_location.xlsm,b_0,29,CommonGimmick_Thron,70001,42,40,Position,"{""X"":42,""Y"":40}",0,180
db_area_40207_deploy_location.xlsm,b_0,30,CommonGimmick_Thron,70001,52,31,Position,"{""X"":52,""Y"":31}",0,180
db_area_40207_deploy_location.xlsm,b_0,31,CommonGimmick_Thron,70001,42,33,Position,"{""X"":42,""Y"":33}",0,180
db_area_40207_deploy_location.xlsm,b_0,32,CommonGimmick_Thron,70001,71,51,Position,"{""X"":71,""Y"":51}",0,180
db_area_40207_deploy_location.xlsm,b_0,33,CommonGimmick_Thron,70001,64,37,Position,"{""X"":64,""Y"":37}",0,180
db_area_40208_deploy_location.xlsm,b_0,1,F0,402070,70,56,Square,"{""X"":70,""Y"":56}",2,180
db_area_40208_deploy_location.xlsm,b_0,2,F0,402070,33,33,Square,"{""X"":33,""Y"":33}",2,180
db_area_40208_deploy_location.xlsm,b_0,3,F0,402070,75,58,Square,"{""X"":75,""Y"":58}",2,180
db_area_40208_deploy_location.xlsm,b_0,4,F0,402070,36,29,Square,"{""X"":36,""Y"":29}",2,180
db_area_40208_deploy_location.xlsm,b_0,5,G0,402080,32,26,Square,"{""X"":32,""Y"":26}",2,180
db_area_40208_deploy_location.xlsm,b_0,6,F0,402070,29,31,Square,"{""X"":29,""Y"":31}",2,180
db_area_40208_deploy_location.xlsm,b_0,7,F0,402070,72,47,Square,"{""X"":72,""Y"":47}",2,180
db_area_40208_deploy_location.xlsm,b_0,8,G0,402080,24,23,Square,"{""X"":24,""Y"":23}",2,180
db_area_40208_deploy_location.xlsm,b_0,9,CommonGimmick_Thron,70001,59,35,Position,"{""X"":59,""Y"":35}",0,180
db_area_40208_deploy_location.xlsm,b_0,10,CommonGimmick_Thron,70001,50,37,Position,"{""X"":50,""Y"":37}",0,180
db_area_40208_deploy_location.xlsm,b_0,11,CommonGimmick_Thron,70001,43,45,Position,"{""X"":43,""Y"":45}",0,180
db_area_40208_deploy_location.xlsm,b_0,12,CommonGimmick_Thron,70001,48,50,Position,"{""X"":48,""Y"":50}",0,180
db_area_40208_deploy_location.xlsm,b_0,13,CommonGimmick_Thron,70001,55,48,Position,"{""X"":55,""Y"":48}",0,180
db_area_40208_deploy_location.xlsm,b_0,14,CommonGimmick_Thron,70001,56,41,Position,"{""X"":56,""Y"":41}",0,180
db_area_40208_deploy_location.xlsm,b_0,15,CommonGimmick_Thron,70001,65,31,Position,"{""X"":65,""Y"":31}",0,180
db_area_40208_deploy_location.xlsm,b_0,16,CommonGimmick_Thron,70001,63,55,Position,"{""X"":63,""Y"":55}",0,180
db_area_40208_deploy_location.xlsm,b_0,17,CommonGimmick_Thron,70001,65,44,Position,"{""X"":65,""Y"":44}",0,180
db_area_40208_deploy_location.xlsm,b_0,18,CommonGimmick_Thron,70001,42,40,Position,"{""X"":42,""Y"":40}",0,180
db_area_40208_deploy_location.xlsm,b_0,19,CommonGimmick_Thron,70001,52,31,Position,"{""X"":52,""Y"":31}",0,180
db_area_40208_deploy_location.xlsm,b_0,20,CommonGimmick_Thron,70001,42,33,Position,"{""X"":42,""Y"":33}",0,180
db_area_40208_deploy_location.xlsm,b_0,21,CommonGimmick_Thron,70001,71,51,Position,"{""X"":71,""Y"":51}",0,180
db_area_40208_deploy_location.xlsm,b_0,22,CommonGimmick_Thron,70001,64,37,Position,"{""X"":64,""Y"":37}",0,180
db_area_40209_deploy_location.xlsm,b_0,1,G0,402080,70,56,Square,"{""X"":70,""Y"":56}",2,180
db_area_40209_deploy_location.xlsm,b_0,2,F0,402070,33,33,Square,"{""X"":33,""Y"":33}",2,180
db_area_40209_deploy_location.xlsm,b_0,3,G0,402080,75,58,Square,"{""X"":75,""Y"":58}",2,180
db_area_40209_deploy_location.xlsm,b_0,4,G0,402080,36,29,Square,"{""X"":36,""Y"":29}",2,180
db_area_40209_deploy_location.xlsm,b_0,5,F0,402070,32,26,Square,"{""X"":32,""Y"":26}",2,180
db_area_40209_deploy_location.xlsm,b_0,6,F0,402070,29,31,Square,"{""X"":29,""Y"":31}",2,180
db_area_40209_deploy_location.xlsm,b_0,7,F0,402070,72,47,Square,"{""X"":72,""Y"":47}",2,180
db_area_40209_deploy_location.xlsm,b_0,8,F0,402070,24,23,Square,"{""X"":24,""Y"":23}",2,180
db_area_40209_deploy_location.xlsm,b_0,9,F0,402070,22,29,Square,"{""X"":22,""Y"":29}",2,180
db_area_40209_deploy_location.xlsm,b_0,10,G0,402080,67,54,Square,"{""X"":67,""Y"":54}",2,180
db_area_40209_deploy_location.xlsm,b_0,11,CommonGimmick_Thron,70001,59,35,Position,"{""X"":59,""Y"":35}",0,180
db_area_40209_deploy_location.xlsm,b_0,12,CommonGimmick_Thron,70001,50,37,Position,"{""X"":50,""Y"":37}",0,180
db_area_40209_deploy_location.xlsm,b_0,13,CommonGimmick_Thron,70001,43,45,Position,"{""X"":43,""Y"":45}",0,180
db_area_40209_deploy_location.xlsm,b_0,14,CommonGimmick_Thron,70001,48,50,Position,"{""X"":48,""Y"":50}",0,180
db_area_40209_deploy_location.xlsm,b_0,15,CommonGimmick_Thron,70001,55,48,Position,"{""X"":55,""Y"":48}",0,180
db_area_40209_deploy_location.xlsm,b_0,16,CommonGimmick_Thron,70001,56,41,Position,"{""X"":56,""Y"":41}",0,180
db_area_40209_deploy_location.xlsm,b_0,17,CommonGimmick_Thron,70001,65,31,Position,"{""X"":65,""Y"":31}",0,180
db_area_40209_deploy_location.xlsm,b_0,18,CommonGimmick_Thron,70001,63,55,Position,"{""X"":63,""Y"":55}",0,180
db_area_40209_deploy_location.xlsm,b_0,19,CommonGimmick_Thron,70001,65,44,Position,"{""X"":65,""Y"":44}",0,180
db_area_40209_deploy_location.xlsm,b_0,20,CommonGimmick_Thron,70001,42,40,Position,"{""X"":42,""Y"":40}",0,180
db_area_40209_deploy_location.xlsm,b_0,21,CommonGimmick_Thron,70001,52,31,Position,"{""X"":52,""Y"":31}",0,180
db_area_40209_deploy_location.xlsm,b_0,22,CommonGimmick_Thron,70001,42,33,Position,"{""X"":42,""Y"":33}",0,180
db_area_40209_deploy_location.xlsm,b_0,23,CommonGimmick_Thron,70001,71,51,Position,"{""X"":71,""Y"":51}",0,180
db_area_40209_deploy_location.xlsm,b_0,24,CommonGimmick_Thron,70001,64,37,Position,"{""X"":64,""Y"":37}",0,180
db_area_40210_deploy_location.xlsm,b_0,1,A2,402022,70,56,Square,"{""X"":70,""Y"":56}",2,180
db_area_40210_deploy_location.xlsm,b_0,2,A1,402021,33,33,Square,"{""X"":33,""Y"":33}",2,180
db_area_40210_deploy_location.xlsm,b_0,3,A2,402022,75,58,Square,"{""X"":75,""Y"":58}",2,180
db_area_40210_deploy_location.xlsm,b_0,4,A1,402021,36,29,Square,"{""X"":36,""Y"":29}",2,180
db_area_40210_deploy_location.xlsm,b_0,5,A1,402021,32,26,Square,"{""X"":32,""Y"":26}",2,180
db_area_40210_deploy_location.xlsm,b_0,6,A2,402022,29,31,Square,"{""X"":29,""Y"":31}",2,180
db_area_40210_deploy_location.xlsm,b_0,7,A2,402022,72,47,Square,"{""X"":72,""Y"":47}",2,180
db_area_40210_deploy_location.xlsm,b_0,8,A2,402022,24,23,Square,"{""X"":24,""Y"":23}",2,180
db_area_40210_deploy_location.xlsm,b_0,9,A1,402021,22,29,Square,"{""X"":22,""Y"":29}",2,180
db_area_40210_deploy_location.xlsm,b_0,10,A2,402022,67,54,Square,"{""X"":67,""Y"":54}",2,180
db_area_40210_deploy_location.xlsm,b_0,11,Elite0,402010,80,62,Square,"{""X"":80,""Y"":62}",2,180
db_area_40210_deploy_location.xlsm,b_0,12,CommonGimmick_Thron,70001,59,35,Position,"{""X"":59,""Y"":35}",0,180
db_area_40210_deploy_location.xlsm,b_0,13,CommonGimmick_Thron,70001,50,37,Position,"{""X"":50,""Y"":37}",0,180
db_area_40210_deploy_location.xlsm,b_0,14,CommonGimmick_Thron,70001,43,45,Position,"{""X"":43,""Y"":45}",0,180
db_area_40210_deploy_location.xlsm,b_0,15,CommonGimmick_Thron,70001,48,50,Position,"{""X"":48,""Y"":50}",0,180
db_area_40210_deploy_location.xlsm,b_0,16,CommonGimmick_Thron,70001,55,48,Position,"{""X"":55,""Y"":48}",0,180
db_area_40210_deploy_location.xlsm,b_0,17,CommonGimmick_Thron,70001,56,41,Position,"{""X"":56,""Y"":41}",0,180
db_area_40210_deploy_location.xlsm,b_0,18,CommonGimmick_Thron,70001,65,31,Position,"{""X"":65,""Y"":31}",0,180
db_area_40210_deploy_location.xlsm,b_0,19,CommonGimmick_Thron,70001,63,55,Position,"{""X"":63,""Y"":55}",0,180
db_area_40210_deploy_location.xlsm,b_0,20,CommonGimmick_Thron,70001,65,44,Position,"{""X"":65,""Y"":44}",0,180
db_area_40210_deploy_location.xlsm,b_0,21,CommonGimmick_Thron,70001,42,40,Position,"{""X"":42,""Y"":40}",0,180
db_area_40210_deploy_location.xlsm,b_0,22,CommonGimmick_Thron,70001,52,31,Position,"{""X"":52,""Y"":31}",0,180
db_area_40210_deploy_location.xlsm,b_0,23,CommonGimmick_Thron,70001,42,33,Position,"{""X"":42,""Y"":33}",0,180
db_area_40210_deploy_location.xlsm,b_0,24,CommonGimmick_Thron,70001,71,51,Position,"{""X"":71,""Y"":51}",0,180
db_area_40210_deploy_location.xlsm,b_0,25,CommonGimmick_Thron,70001,64,37,Position,"{""X"":64,""Y"":37}",0,180
db_area_40211_deploy_location.xlsm,b_0,1,B0,402030,70,56,Square,"{""X"":70,""Y"":56}",2,180
db_area_40211_deploy_location.xlsm,b_0,2,B0,402030,33,33,Square,"{""X"":33,""Y"":33}",2,180
db_area_40211_deploy_location.xlsm,b_0,3,B1,402031,75,58,Square,"{""X"":75,""Y"":58}",2,180
db_area_40211_deploy_location.xlsm,b_0,4,A2,402022,36,29,Square,"{""X"":36,""Y"":29}",2,180
db_area_40211_deploy_location.xlsm,b_0,5,F0,402070,32,26,Square,"{""X"":32,""Y"":26}",2,180
db_area_40211_deploy_location.xlsm,b_0,6,F0,402070,29,31,Square,"{""X"":29,""Y"":31}",2,180
db_area_40211_deploy_location.xlsm,b_0,7,F0,402070,72,47,Square,"{""X"":72,""Y"":47}",2,180
db_area_40211_deploy_location.xlsm,b_0,8,G0,402080,24,23,Square,"{""X"":24,""Y"":23}",2,180
db_area_40211_deploy_location.xlsm,b_0,9,A2,402022,22,29,Square,"{""X"":22,""Y"":29}",2,180
db_area_40211_deploy_location.xlsm,b_0,10,A2,402022,67,54,Square,"{""X"":67,""Y"":54}",2,180
db_area_40211_deploy_location.xlsm,b_0,11,A2,402022,80,62,Square,"{""X"":80,""Y"":62}",2,180
db_area_40211_deploy_location.xlsm,b_0,12,A2,402022,29,27,Square,"{""X"":29,""Y"":27}",2,180
db_area_40211_deploy_location.xlsm,b_0,13,C0,402040,36,35,Square,"{""X"":36,""Y"":35}",2,180
db_area_40211_deploy_location.xlsm,b_0,14,B0,402030,78,59,Square,"{""X"":78,""Y"":59}",2,180
db_area_40211_deploy_location.xlsm,b_0,15,F0,402070,83,57,Square,"{""X"":83,""Y"":57}",2,180
db_area_40211_deploy_location.xlsm,b_0,16,G0,402080,75,52,Square,"{""X"":75,""Y"":52}",2,180
db_area_40211_deploy_location.xlsm,b_0,17,F0,402070,26,26,Square,"{""X"":26,""Y"":26}",2,180
db_area_40211_deploy_location.xlsm,b_0,18,F0,402070,33,30,Square,"{""X"":33,""Y"":30}",2,180
db_area_40211_deploy_location.xlsm,b_0,19,C1,402041,25,30,Square,"{""X"":25,""Y"":30}",2,180
db_area_40211_deploy_location.xlsm,b_0,20,Boss_1,402001,22,26,Square,"{""X"":22,""Y"":26}",2,180
db_area_40211_deploy_location.xlsm,b_0,21,CommonGimmick_Thron,70001,59,35,Position,"{""X"":59,""Y"":35}",0,180
db_area_40211_deploy_location.xlsm,b_0,22,CommonGimmick_Thron,70001,50,37,Position,"{""X"":50,""Y"":37}",0,180
db_area_40211_deploy_location.xlsm,b_0,23,CommonGimmick_Thron,70001,43,45,Position,"{""X"":43,""Y"":45}",0,180
db_area_40211_deploy_location.xlsm,b_0,24,CommonGimmick_Thron,70001,48,50,Position,"{""X"":48,""Y"":50}",0,180
db_area_40211_deploy_location.xlsm,b_0,25,CommonGimmick_Thron,70001,55,48,Position,"{""X"":55,""Y"":48}",0,180
db_area_40211_deploy_location.xlsm,b_0,26,CommonGimmick_Thron,70001,56,41,Position,"{""X"":56,""Y"":41}",0,180
db_area_40211_deploy_location.xlsm,b_0,27,CommonGimmick_Thron,70001,65,31,Position,"{""X"":65,""Y"":31}",0,180
db_area_40211_deploy_location.xlsm,b_0,28,CommonGimmick_Thron,70001,63,55,Position,"{""X"":63,""Y"":55}",0,180
db_area_40211_deploy_location.xlsm,b_0,29,CommonGimmick_Thron,70001,65,44,Position,"{""X"":65,""Y"":44}",0,180
db_area_40211_deploy_location.xlsm,b_0,30,CommonGimmick_Thron,70001,42,40,Position,"{""X"":42,""Y"":40}",0,180
db_area_40211_deploy_location.xlsm,b_0,31,CommonGimmick_Thron,70001,52,31,Position,"{""X"":52,""Y"":31}",0,180
db_area_40211_deploy_location.xlsm,b_0,32,CommonGimmick_Thron,70001,42,33,Position,"{""X"":42,""Y"":33}",0,180
db_area_40211_deploy_location.xlsm,b_0,33,CommonGimmick_Thron,70001,71,51,Position,"{""X"":71,""Y"":51}",0,180
db_area_40211_deploy_location.xlsm,b_0,34,CommonGimmick_Thron,70001,64,37,Position,"{""X"":64,""Y"":37}",0,180
db_area_40212_deploy_location.xlsm,b_0,1,D1,402051,70,56,Square,"{""X"":70,""Y"":56}",2,180
db_area_40212_deploy_location.xlsm,b_0,2,D1,402051,33,33,Square,"{""X"":33,""Y"":33}",2,180
